Index,True_Valence,True_Arousal,Pred_Valence,Pred_Arousal
409,1,1,1,1
410,1,2,1,1
411,1,1,1,1
412,1,1,1,1
413,1,1,0,1
414,2,1,0,1
415,1,1,0,1
416,1,1,0,1
417,1,1,0,1
418,1,1,0,1
419,1,1,1,1
420,1,1,1,1
421,1,1,0,1
422,1,1,0,1
423,1,1,1,1
424,1,2,1,1
425,1,1,0,1
426,1,2,1,1
427,1,1,0,1
428,1,1,0,1
429,2,1,0,1
430,1,1,0,1
431,1,1,0,1
432,1,2,1,1
433,1,2,1,1
434,1,2,1,1
435,1,1,1,1
436,1,2,0,1
437,2,2,0,1
438,2,1,1,1
439,1,1,1,1
440,2,1,0,1
441,2,1,0,1
442,1,2,0,1
443,1,1,1,1
444,1,1,0,1
445,1,1,0,1
446,1,1,1,1
447,1,2,1,1
448,1,1,0,1
449,1,1,1,1
450,1,1,1,1
451,1,1,0,1
452,1,1,0,1
453,1,2,1,1
454,2,1,1,1
455,1,1,1,1
456,2,1,1,1
457,1,2,1,1
458,2,1,1,1
459,1,1,1,1
460,1,1,0,1
461,1,2,1,1
462,2,1,0,1
463,2,1,1,1
464,1,2,1,1
465,2,2,1,1
466,1,1,1,1
467,1,1,0,1
468,2,1,1,1
469,2,1,1,1
470,2,2,1,1
471,1,1,1,1
472,1,2,1,1
473,1,2,1,1
474,1,1,1,1
475,1,1,1,1
476,1,2,1,1
477,1,1,1,1
478,1,1,0,1
479,1,1,1,1
480,1,2,0,1
481,2,1,0,1
482,1,1,1,1
483,2,1,0,1
484,1,1,1,1
485,1,1,0,1
486,1,1,0,1
487,1,2,0,1
488,1,1,0,1
489,1,1,0,1
490,1,1,0,1
491,2,2,1,1
492,2,1,1,1
493,1,1,0,1
494,2,1,0,1
495,2,1,0,1
496,1,1,1,1
497,1,1,0,1
498,1,1,0,1
499,2,1,0,1
500,1,1,1,1
501,1,2,1,1
502,1,2,1,1
503,1,1,0,1
504,2,2,0,1
505,2,1,0,1
506,1,1,1,1
507,1,1,0,1
508,1,2,1,1
509,1,2,1,1
510,1,1,0,1
511,1,2,1,1
512,1,1,0,1
513,1,2,1,1
514,1,1,1,1
515,1,2,1,1
516,1,2,1,1
517,1,1,0,1
518,1,1,0,1
519,1,1,1,1
520,2,1,0,1
521,1,1,0,1
522,1,1,1,1
523,1,1,1,1
524,1,1,1,1
525,1,1,1,1
526,1,1,1,1
527,1,1,1,1
528,1,1,1,1
529,2,1,1,1
530,2,1,0,1
531,1,1,1,1
532,2,1,1,1
533,1,1,1,1
534,1,1,1,1
535,1,1,1,1
536,2,1,0,1
537,1,1,1,1
538,1,2,0,1
539,1,1,1,1
540,1,2,0,1
541,1,1,0,1
542,1,2,1,1
543,1,1,1,1
544,2,1,1,1
545,1,1,1,1
546,1,1,1,1
547,1,1,1,1
548,1,1,1,1
549,1,1,1,1
550,2,1,0,1
551,2,1,1,1
552,1,2,1,1
553,1,1,1,1
554,2,1,1,1
555,1,2,1,1
556,1,2,1,1
557,1,1,0,1
558,1,2,1,1
559,1,1,1,1
560,1,1,1,1
561,1,1,1,1
562,1,1,0,1
563,2,2,1,1
564,1,1,1,1
565,1,1,1,1
566,1,1,0,1
567,1,1,1,1
568,2,1,1,1
569,1,1,1,1
570,1,1,1,1
571,1,2,1,1
572,1,1,1,1
573,2,2,1,1
574,1,2,1,1
575,1,2,1,1
576,2,2,1,1
577,2,1,1,1
578,1,2,1,1
579,1,2,1,1
580,1,1,1,1
581,2,1,0,1
582,2,2,1,1
583,1,2,1,1
584,1,2,1,1
585,1,1,0,1
586,1,1,0,1
587,1,1,1,1
588,1,2,1,1
589,1,1,1,1
590,1,1,0,1
591,1,1,1,1
592,1,1,1,1
593,1,2,1,1
594,1,2,1,1
595,1,1,1,1
596,2,1,1,1
597,1,1,1,1
598,2,2,1,1
599,1,2,1,1
600,1,2,1,1
601,1,1,0,1
602,1,2,1,1
603,1,1,1,1
604,1,2,1,1
605,1,1,1,1
606,2,1,1,1
607,2,1,1,1
608,1,1,1,1
609,2,1,1,1
610,1,2,1,1
611,1,1,1,1
612,1,1,1,1
613,1,1,1,1
614,1,1,1,1
615,1,1,1,1
616,2,1,1,1
617,1,1,0,1
618,1,1,1,1
619,1,1,1,1
620,1,1,1,1
621,1,1,1,1
622,1,1,1,1
623,1,1,1,1
624,1,1,0,1
625,1,2,1,1
626,2,1,0,1
627,1,2,1,1
628,1,1,1,1
629,1,1,1,1
630,1,1,1,1
631,1,1,1,1
632,1,1,1,1
633,1,1,1,1
634,1,1,0,1
635,1,1,1,1
636,2,1,1,1
637,1,2,1,1
638,2,2,1,1
639,1,1,1,1
640,1,1,1,1
641,2,1,1,1
642,1,2,1,1
643,2,1,1,1
644,2,1,1,1
645,1,1,1,1
646,1,2,1,1
647,1,1,1,1
648,2,1,1,1
649,2,2,1,1
650,1,1,1,1
651,1,1,0,1
652,1,2,1,1
653,1,1,1,1
654,1,1,1,1
655,1,1,1,1
656,2,1,1,1
657,2,1,1,1
658,2,1,1,1
659,2,1,1,1
660,1,2,1,1
661,1,1,1,1
662,1,1,1,1
663,1,1,1,1
664,1,1,1,1
665,1,1,1,1
666,1,1,1,1
667,1,1,1,1
668,1,1,1,1
669,1,1,1,1
670,1,1,1,1
671,2,1,1,1
672,1,1,1,1
673,1,1,1,1
674,1,1,1,1
675,2,1,1,1
676,1,1,1,1
677,2,1,1,1
678,1,2,1,1
679,1,2,1,1
680,1,1,1,1
681,1,1,1,1
682,2,1,1,1
683,1,2,1,1
684,2,1,1,1
685,1,1,1,1
686,1,1,1,1
687,1,1,1,1
688,1,2,1,1
689,1,2,1,1
690,2,1,0,1
691,1,1,1,1
692,1,2,1,1
693,2,1,1,1
694,2,1,1,1
695,1,1,1,1
696,2,1,1,1
697,2,1,1,1
698,1,2,1,1
699,1,1,1,1
700,1,1,1,1
701,2,1,1,1
702,1,2,1,1
703,2,1,1,1
704,1,1,1,1
705,2,1,1,1
706,2,1,1,1
707,2,1,0,1
708,1,2,1,1
709,1,1,1,1
710,2,2,1,1
711,1,1,1,1
712,1,1,1,1
713,1,1,1,1
714,2,1,1,1
715,1,1,1,1
716,2,1,1,1
717,2,1,1,1
718,1,1,1,1
719,1,2,1,1
720,1,2,1,1
721,2,1,0,1
722,2,1,1,1
723,2,1,1,1
724,1,1,1,1
725,1,2,1,1
726,2,1,1,1
727,2,1,1,1
728,2,1,1,1
729,1,1,1,1
730,1,1,1,1
731,1,1,1,1
732,1,2,1,1
733,1,1,1,1
734,1,1,1,1
735,1,2,1,1
736,2,1,1,1
737,1,1,1,1
738,1,2,1,1
739,2,1,1,1
740,2,1,1,1
741,1,1,1,1
742,2,1,1,1
743,1,1,1,1
744,2,1,1,1
745,2,1,1,1
746,2,1,1,1
747,1,1,1,1
748,1,1,1,1
749,2,1,0,1
750,1,1,1,1
751,2,1,1,1
752,1,1,1,1
753,1,2,1,1
754,2,1,1,1
755,1,1,1,1
756,1,1,0,1
757,1,2,1,1
758,1,1,1,1
759,1,1,1,1
760,1,1,1,1
761,2,1,1,1
762,1,1,1,1
763,1,1,1,1
764,1,1,1,1
765,1,2,1,1
766,2,1,1,1
767,1,1,1,1
768,1,2,1,1
769,2,1,1,1
770,2,2,1,1
771,1,2,1,1
772,2,1,1,1
773,2,1,1,1
774,2,2,1,1
775,1,2,1,1
776,1,1,1,1
777,1,2,1,1
778,1,1,1,1
779,1,2,1,1
780,2,1,1,1
781,2,2,1,1
782,2,1,1,1
783,1,1,1,1
784,2,1,1,1
785,1,1,1,1
786,1,1,1,1
787,1,1,1,1
788,2,2,1,1
789,2,2,1,1
790,1,2,1,1
791,2,1,1,1
792,1,2,1,1
793,1,2,1,1
794,1,2,1,1
795,2,1,1,1
796,2,1,1,1
797,1,1,1,1
798,2,1,1,1
799,1,1,1,1
800,2,2,1,1
801,1,1,1,1
802,1,1,1,1
803,1,1,1,1
804,1,1,1,1
805,2,2,1,1
806,1,2,1,1
807,2,2,1,1
808,1,1,1,1
809,1,2,1,1
810,2,1,1,1
811,1,1,1,1
812,1,1,1,1
813,1,1,1,1
814,2,2,1,1
815,1,1,1,1
816,1,1,1,1
817,1,1,1,1
818,1,1,1,1
819,1,1,1,1
820,1,1,1,1
821,1,1,1,1
822,1,1,1,1
823,1,2,1,1
824,2,1,1,1
825,1,2,1,1
826,1,2,1,1
827,1,1,1,1
828,1,2,1,1
829,2,1,1,1
830,1,1,1,1
831,1,1,1,1
832,1,1,1,1
833,1,2,1,1
834,2,1,1,1
835,1,1,1,1
836,1,1,1,1
837,1,1,1,1
838,1,1,1,1
839,2,1,1,1
840,2,2,1,1
841,2,1,1,1
842,1,1,1,1
843,1,1,1,1
844,2,2,1,1
845,1,1,1,1
846,1,1,1,1
847,2,1,1,1
848,1,1,1,1
849,1,1,1,1
850,1,1,1,1
851,1,1,1,1
852,2,2,1,1
853,2,1,1,1
854,2,1,1,1
855,1,1,1,1
856,1,1,1,1
857,1,1,1,1
858,2,1,1,1
859,1,1,1,1
860,1,1,1,1
861,1,1,1,1
862,1,2,1,1
863,1,1,1,1
864,1,1,1,1
865,2,2,1,1
866,1,1,1,1
867,1,2,1,1
868,1,2,1,1
869,2,1,1,1
870,2,2,1,1
871,1,1,1,1
872,1,1,1,1
873,2,1,1,1
874,1,1,1,1
875,1,1,1,1
876,2,1,1,1
877,2,2,1,1
878,1,1,1,1
879,1,1,1,1
880,2,1,1,1
881,1,2,1,1
882,1,1,1,1
883,1,1,1,1
884,1,1,1,1
885,1,2,1,1
886,1,1,1,1
887,1,1,1,1
888,1,1,1,1
889,1,1,1,1
890,1,1,1,1
891,1,1,1,1
892,2,1,1,1
893,2,2,1,1
894,1,1,1,1
895,1,2,1,1
896,1,2,1,1
897,2,2,1,1
898,2,2,1,1
899,2,1,1,1
900,1,1,1,1
901,1,2,1,1
902,2,1,1,1
903,1,1,1,1
904,1,2,1,1
905,2,1,1,1
906,1,1,1,1
907,2,2,1,1
908,2,1,1,1
909,2,1,1,1
910,1,2,1,1
911,2,2,1,1
912,1,1,1,1
913,2,1,1,1
914,1,1,1,1
915,2,1,1,1
916,2,1,1,1
917,1,2,1,1
918,2,1,1,1
919,1,1,1,1
920,1,1,1,1
921,1,1,1,1
922,1,1,1,1
923,1,2,1,1
924,1,1,1,1
925,1,1,1,1
926,1,1,1,1
927,2,2,1,1
928,1,1,1,1
929,2,1,1,1
930,1,2,1,1
931,1,1,1,1
932,2,2,1,1
933,1,1,1,1
934,1,1,1,1
935,1,1,1,1
936,2,1,1,1
937,1,1,1,1
938,2,1,1,1
939,1,1,1,1
940,2,1,1,1
941,1,1,1,1
942,2,1,1,1
943,1,2,1,1
944,1,1,1,1
945,1,2,1,1
946,1,1,1,1
947,1,1,1,1
948,1,1,1,1
949,1,2,1,1
950,1,2,1,1
951,1,1,1,1
952,1,1,1,1
953,1,2,1,1
954,2,1,1,1
955,1,1,1,1
956,2,1,1,1
957,2,2,1,1
958,1,1,1,1
959,2,1,1,1
960,2,2,1,1
961,2,1,1,1
962,2,2,1,1
963,2,2,1,1
964,1,1,1,1
965,1,2,1,1
966,2,2,1,1
967,2,2,1,1
968,2,2,1,1
969,1,1,1,1
970,1,2,1,1
971,2,1,1,1
972,1,1,1,1
973,1,2,1,1
974,2,1,1,1
975,1,1,1,1
976,2,2,1,1
977,2,1,1,1
978,1,1,1,1
979,1,1,1,1
980,1,2,1,1
981,1,1,1,1
982,2,2,1,1
983,1,1,1,1
984,1,2,1,1
985,2,2,1,1
986,1,1,1,1
987,1,2,1,1
988,1,1,1,1
989,1,2,1,1
990,1,1,1,1
991,2,2,1,1
992,2,1,1,1
993,1,1,1,1
994,1,1,1,1
995,1,1,1,1
996,1,1,1,1
997,1,2,1,1
998,2,2,1,1
999,1,1,1,1
1000,1,1,1,1
1001,2,2,1,1
1002,2,1,1,1
1003,2,2,1,1
1004,1,1,1,1
1005,1,1,1,1
1006,1,2,1,1
1007,1,2,1,1
1008,1,2,1,1
1009,2,1,1,1
1010,2,1,1,1
1011,1,1,1,1
1012,1,1,1,1
1013,1,1,1,1
1014,1,1,1,1
1015,1,2,1,1
1016,2,1,1,1
1017,2,1,1,1
1018,1,1,1,1
1019,1,1,1,1
1020,1,1,1,1
1021,1,1,1,1
1022,1,1,1,1
1023,1,2,1,1
1024,2,1,1,1
1025,2,1,1,1
1026,2,2,1,1
1027,2,1,1,1
1028,1,1,1,1
1029,1,1,1,1
1030,1,2,1,1
1031,1,1,1,1
1032,1,1,1,1
1033,2,2,1,1
1034,2,2,1,1
1035,1,1,1,1
1036,2,2,1,1
1037,2,1,1,1
1038,2,2,1,1
1039,1,1,1,1
1040,1,2,1,1
1041,1,2,1,1
1042,2,1,1,1
1043,2,1,1,1
1044,2,1,1,1
1045,1,1,1,1
1046,1,1,1,1
1047,2,2,1,1
1048,2,1,1,1
1049,1,1,1,1
1050,1,1,1,1
1051,1,2,1,1
1052,2,1,1,1
1053,1,1,1,1
1054,1,2,1,1
1055,1,1,1,1
1056,2,2,1,1
1057,2,2,1,1
1058,1,2,1,1
1059,2,1,1,1
1060,1,1,1,1
1061,1,1,1,1
1062,1,1,1,1
1063,1,1,1,1
1064,1,1,1,1
1065,2,2,1,1
1066,1,1,1,1
1067,1,1,1,1
1068,1,1,1,1
1069,1,1,1,1
1070,2,2,1,1
1071,2,1,1,1
1072,2,2,1,1
1073,1,1,1,1
1074,2,2,1,1
1075,1,1,1,1
1076,1,1,1,1
1077,1,1,1,1
1078,2,1,1,1
1079,1,1,1,1
1080,1,1,1,1
1081,2,2,1,1
1082,1,1,1,1
1083,1,1,1,1
1084,1,2,1,1
1085,2,2,1,1
1086,1,1,1,1
1087,1,1,1,1
1088,1,1,1,1
1089,1,2,1,1
1090,2,2,1,1
1091,1,1,1,1
1092,2,1,1,1
1093,2,1,1,1
1094,1,2,1,1
1095,1,1,1,1
1096,2,1,1,1
1097,1,1,1,1
1098,1,1,1,1
1099,1,1,1,1
1100,1,1,1,1
1101,2,2,1,1
1102,1,1,1,1
1103,2,2,1,1
1104,2,2,1,1
1105,1,1,1,1
1106,2,1,1,1
1107,2,2,1,1
1108,1,1,1,1
1109,1,2,1,1
1110,1,1,1,1
1111,1,1,1,1
1112,1,1,1,1
1113,1,1,1,1
1114,2,1,1,1
1115,1,1,1,1
1116,1,2,1,1
1117,1,1,1,1
1118,1,1,1,1
1119,1,1,1,1
1120,2,1,1,1
1121,2,2,1,1
1122,2,1,1,1
1123,1,1,1,1
1124,1,1,1,1
1125,2,1,1,1
1126,2,1,1,1
1127,2,2,1,1
1128,2,1,1,1
1129,1,1,1,1
1130,1,1,1,1
1131,1,1,1,1
1132,1,1,1,1
1133,2,1,1,1
1134,1,2,1,1
1135,2,1,1,1
1136,1,1,1,1
1137,1,2,1,1
1138,2,1,1,1
1139,2,1,1,1
1140,2,2,1,1
1141,2,1,1,1
1142,1,1,1,1
1143,1,1,1,1
1144,1,1,1,1
1145,2,1,1,1
1146,1,2,1,1
1147,1,1,1,1
1148,1,2,1,1
1149,2,2,1,1
1150,1,1,1,1
1151,1,1,1,1
1152,1,1,1,1
1153,2,1,1,1
1154,1,1,1,1
1155,1,1,1,1
1156,1,1,1,1
1157,2,1,1,1
1158,1,1,1,1
1159,1,1,1,1
1160,1,1,1,1
1161,2,1,1,1
1162,1,1,1,1
1163,1,1,1,1
1164,1,2,1,1
1165,1,1,1,1
1166,2,2,1,1
1167,1,2,1,1
1168,1,2,1,1
1169,2,1,1,1
1170,1,1,1,1
1171,2,1,1,1
1172,2,1,1,1
1173,2,1,1,1
1174,2,2,1,1
1175,1,1,1,1
1176,2,2,1,1
1177,2,1,1,1
1178,1,1,1,1
1179,1,1,1,1
1180,2,1,1,1
1181,2,2,1,1
1182,2,1,1,1
1183,1,1,1,1
1184,2,1,1,1
1185,1,1,1,1
1186,2,1,1,1
1187,1,1,1,1
1188,1,2,1,1
1189,1,2,1,1
1190,2,1,1,1
1191,2,1,1,1
1192,1,1,1,1
1193,2,1,1,1
1194,1,1,1,1
1195,1,2,1,1
1196,1,1,1,1
1197,1,1,1,1
1198,1,1,1,1
1199,1,2,1,1
1200,1,1,1,1
1201,1,2,1,1
1202,1,1,1,1
1203,1,1,1,1
1204,1,1,1,1
1205,1,1,1,1
1206,1,2,1,1
1207,1,2,1,1
1208,1,2,1,1
1209,1,1,1,1
1210,2,2,1,1
1211,1,1,1,1
1212,1,1,1,1
1213,1,1,1,1
1214,2,2,1,1
1215,1,1,1,1
1216,1,1,1,1
1217,1,1,1,1
1218,1,1,1,1
1219,1,1,1,1
1220,1,1,1,1
1221,1,2,1,1
1222,1,1,1,1
1223,2,2,1,1
1224,2,2,1,1
1225,1,1,1,1
1226,2,2,1,1
1227,1,1,1,1
1228,1,1,1,1
1229,1,1,1,1
1230,1,1,1,1
1231,1,1,1,1
1232,2,2,1,1
1233,2,2,1,1
1234,2,2,1,1
1235,1,1,1,1
1236,1,2,1,1
1237,1,1,1,1
1238,1,2,1,1
1239,1,1,1,1
1240,1,1,1,1
1241,1,1,1,1
1242,2,2,1,1
1243,1,1,1,1
1244,1,1,1,1
1245,1,1,1,1
1246,1,2,1,1
1247,2,2,1,1
1248,1,1,1,1
1249,1,1,1,1
1250,1,1,1,1
1251,1,1,1,1
1252,1,2,1,1
1253,2,2,1,1
1254,1,2,1,1
1255,1,1,1,1
1256,1,1,1,1
1257,2,2,1,1
1258,1,1,1,1
1259,1,2,1,1
1260,1,1,1,1
1261,1,2,1,1
1262,1,2,1,1
1263,1,1,1,1
1264,1,2,1,1
1265,1,1,1,1
1266,1,1,1,1
1267,2,2,1,1
1268,1,2,1,1
1269,2,1,1,1
1270,1,1,1,1
1271,1,1,1,1
1272,1,1,1,1
1273,2,2,1,1
1274,1,1,1,1
1275,1,1,1,1
1276,2,1,1,1
1277,1,1,1,1
1278,1,1,1,1
1279,1,1,1,1
1280,1,1,1,1
1281,1,2,1,1
1282,1,1,1,1
1283,1,2,1,1
1284,1,1,1,1
1285,1,1,1,1
1286,1,1,1,1
1287,1,1,1,1
1288,1,1,1,1
1289,1,1,1,1
1290,1,1,1,1
1291,1,1,1,1
1292,2,2,1,1
1293,1,2,1,1
1294,2,1,1,1
1295,1,1,1,1
1296,2,2,1,1
1297,1,2,1,1
1298,1,2,1,1
1299,2,2,1,1
1300,1,1,1,1
1301,2,2,1,1
1302,2,1,1,1
1303,1,1,1,1
1304,2,2,1,1
1305,2,1,1,1
1306,1,2,1,1
1307,1,2,1,1
1308,2,2,1,1
1309,2,2,1,1
1310,1,1,1,1
1311,1,1,1,1
1312,1,1,1,1
1313,2,2,1,1
1314,1,1,1,1
1315,2,2,1,1
1316,2,2,1,1
1317,2,2,1,1
1318,1,1,1,1
1319,2,1,1,1
1320,1,1,1,1
1321,1,1,1,1
1322,1,1,1,1
1323,2,2,1,1
1324,1,1,1,1
1325,1,1,1,1
1326,1,1,1,1
1327,1,1,1,1
1328,1,1,1,1
1329,2,1,1,1
1330,1,2,1,1
1331,1,1,1,1
1332,2,2,1,1
1333,1,1,1,1
1334,1,1,1,1
1335,1,1,1,1
1336,1,2,1,1
1337,1,1,1,1
1338,1,1,1,1
1339,1,1,1,1
1340,2,2,1,1
1341,1,1,1,1
1342,2,2,1,1
1343,2,2,1,1
1344,1,1,1,1
1345,2,2,1,1
1346,1,1,1,1
1347,1,1,1,1
1348,1,1,1,1
1349,1,1,1,1
1350,1,2,1,1
1351,1,1,1,1
1352,1,2,1,1
1353,2,2,1,1
