Index,True_Valence,True_Arousal,Pred_Valence,Pred_Arousal
430,1,0,1,1
431,1,0,1,1
432,1,0,1,1
433,1,0,1,1
434,1,1,1,1
435,0,1,1,1
436,0,1,1,1
437,0,1,1,1
438,0,1,1,1
439,0,1,1,1
440,0,1,1,1
441,0,1,1,1
442,0,1,1,1
443,0,1,1,1
444,0,1,1,1
445,0,1,1,1
446,0,1,1,1
447,0,1,1,1
448,0,1,1,1
449,0,1,1,1
450,0,1,1,1
451,0,1,1,1
452,0,1,1,1
453,0,1,1,1
454,0,1,1,1
455,0,1,1,1
456,0,1,1,1
457,0,1,1,1
458,0,1,1,1
459,0,1,1,1
460,0,1,1,1
461,0,1,1,1
462,0,1,1,1
463,0,1,1,1
464,0,1,1,1
465,0,1,1,1
466,0,0,1,1
467,1,1,1,1
468,1,0,1,1
469,1,0,1,1
470,1,0,1,1
471,1,0,1,1
472,1,0,1,1
473,1,0,1,1
474,1,0,1,1
475,1,0,1,1
476,1,0,1,1
477,1,0,1,1
478,1,0,1,1
479,1,0,1,1
480,1,0,1,1
481,1,0,1,1
482,1,1,1,1
483,0,1,1,1
484,0,1,1,1
485,0,1,1,1
486,0,1,1,1
487,0,1,1,1
488,0,1,1,1
489,0,1,1,1
490,0,1,1,1
491,0,1,1,1
492,0,1,1,1
493,0,1,1,1
494,0,1,1,1
495,0,0,0,0
496,1,1,0,0
497,1,1,0,0
498,1,1,0,0
499,1,1,0,0
500,1,1,0,0
501,1,1,0,0
502,1,1,0,0
503,1,1,0,0
504,1,1,0,0
505,1,1,0,0
506,1,1,0,0
507,1,1,0,0
508,1,1,0,0
509,1,1,0,0
510,1,1,0,0
511,1,0,0,0
512,1,0,0,0
513,0,0,0,0
514,0,0,0,0
515,0,0,0,0
516,0,0,0,0
517,0,0,0,0
518,0,0,0,0
519,0,0,0,0
520,0,1,0,0
521,0,1,0,0
522,1,1,0,0
523,1,1,0,0
524,1,1,0,0
525,1,1,0,0
526,1,1,0,0
527,1,1,0,0
528,1,1,0,0
529,1,1,0,0
530,0,0,0,0
531,0,1,0,0
532,0,1,0,0
533,0,1,0,0
534,0,1,0,0
535,1,1,0,0
536,1,1,0,0
537,1,1,0,0
538,1,1,0,0
539,1,1,0,0
540,1,1,0,0
541,1,1,0,0
542,1,1,0,0
543,1,1,0,0
544,1,1,0,0
545,1,1,0,0
546,1,1,0,0
547,1,1,0,0
548,1,1,0,0
549,1,1,0,0
550,1,1,0,0
551,1,1,0,0
552,1,1,0,0
553,1,1,0,0
554,1,1,0,0
555,1,1,0,0
556,1,1,0,0
557,1,1,0,0
558,1,1,0,0
559,1,1,0,0
560,1,1,0,0
561,1,1,0,0
562,1,1,0,0
563,1,1,0,0
564,0,0,0,0
565,0,1,0,0
566,1,1,0,0
567,1,1,0,0
568,1,1,0,0
569,1,1,0,0
570,1,1,0,0
571,1,1,0,0
572,1,1,0,0
573,1,0,0,0
574,0,0,0,0
575,0,0,0,0
576,0,0,0,0
577,0,0,0,0
578,0,0,0,0
579,0,0,0,0
580,0,0,0,0
581,0,0,0,0
582,0,0,0,0
583,0,0,0,0
584,0,0,0,0
585,0,0,0,0
586,0,0,0,0
587,0,0,0,0
588,1,1,0,0
589,1,1,0,0
590,1,0,0,0
591,1,0,0,0
592,1,0,0,0
593,1,0,0,0
594,1,0,0,0
595,1,0,0,0
596,1,0,0,0
597,1,0,0,0
598,1,0,0,0
599,1,0,0,0
600,1,0,0,0
601,1,0,0,0
602,1,0,0,0
603,1,0,0,0
604,1,0,0,0
605,1,0,0,0
606,1,0,0,0
607,1,0,0,0
608,1,0,0,0
609,1,0,0,0
610,1,0,0,0
611,1,0,0,0
612,1,1,0,0
613,1,0,0,0
614,1,0,0,0
615,1,0,0,0
616,1,0,0,0
617,1,0,0,0
618,1,0,0,0
619,0,0,0,0
620,0,1,0,0
621,0,0,0,0
622,1,0,0,0
623,1,0,0,0
624,1,0,0,0
625,1,0,0,0
626,1,0,0,0
627,1,0,0,0
628,1,0,0,0
629,1,0,0,0
630,1,0,0,0
631,1,0,0,0
632,1,0,0,0
633,1,0,0,0
634,1,0,0,0
635,1,0,0,0
636,1,0,0,0
637,1,0,0,0
638,1,0,0,0
639,1,0,0,0
640,1,0,0,0
641,1,0,0,0
642,1,0,0,0
643,1,0,0,0
644,1,0,0,0
645,1,0,0,0
646,1,0,0,0
647,0,0,0,0
648,1,0,0,0
649,0,0,0,0
650,1,1,0,0
651,1,1,0,0
652,1,1,0,0
653,1,1,0,0
654,1,1,0,0
655,1,1,0,0
656,1,1,0,0
657,1,1,0,0
658,0,1,0,0
659,0,1,0,0
660,0,1,0,0
661,0,1,0,0
662,1,1,0,0
663,1,1,0,0
664,1,1,0,0
665,1,1,0,0
666,1,1,0,0
667,1,1,0,0
668,1,1,0,0
669,1,1,0,0
670,1,1,0,0
671,1,1,0,0
672,1,0,0,0
673,1,0,0,0
674,1,0,0,0
675,0,0,0,0
676,0,1,0,0
677,0,1,0,0
678,0,1,0,0
679,0,1,0,0
680,0,1,0,0
681,0,1,0,0
682,0,1,0,0
683,0,1,0,0
684,0,1,0,0
685,0,1,0,0
686,0,1,0,0
687,0,1,0,0
688,0,1,0,0
689,0,1,0,0
690,0,1,0,0
691,0,1,0,0
692,0,1,0,0
693,0,1,0,0
694,0,0,0,0
695,0,1,0,0
696,0,1,0,0
697,0,1,0,0
698,0,1,0,0
699,0,1,0,0
700,0,1,0,0
701,0,1,0,0
702,0,1,0,0
703,0,1,0,0
704,0,1,0,0
705,0,1,0,0
706,0,1,0,0
707,0,1,0,0
708,0,1,0,0
709,0,1,0,0
710,0,1,0,0
711,0,1,0,0
712,0,1,0,0
713,0,1,0,0
714,0,1,0,0
715,0,1,0,0
716,0,1,0,0
717,0,1,0,0
718,0,1,0,0
719,0,1,0,0
720,0,1,0,0
721,0,1,0,0
722,0,1,0,0
723,0,1,0,0
724,0,1,0,0
725,0,1,0,0
726,0,1,0,0
727,0,1,0,0
728,0,1,0,0
729,0,1,0,0
730,0,1,0,0
731,0,1,0,0
732,0,1,0,0
733,0,1,0,0
734,0,1,0,0
735,0,1,0,0
736,0,1,0,0
737,0,1,0,0
738,0,1,0,0
739,0,1,0,0
740,0,1,0,0
741,0,1,0,0
742,0,1,0,0
743,0,0,0,0
744,0,0,0,0
745,0,0,0,0
746,0,0,0,0
747,0,0,0,0
748,0,1,0,0
749,0,1,0,0
750,1,1,0,0
751,1,1,0,0
752,1,1,0,0
753,1,1,0,0
754,1,1,0,0
755,1,1,0,0
756,1,1,0,0
757,1,1,0,0
758,1,1,0,0
759,1,1,0,0
760,1,1,0,0
761,1,1,0,0
762,1,1,0,0
763,1,1,0,0
764,1,1,0,0
765,1,1,0,0
766,1,1,0,0
767,1,1,0,0
768,1,1,0,0
769,1,1,0,0
770,1,1,0,0
771,1,1,0,0
772,1,1,0,0
773,1,1,0,0
774,1,1,0,0
775,1,1,0,0
776,1,1,0,0
777,1,1,0,0
778,0,0,0,0
779,0,1,0,0
780,0,1,0,0
781,0,1,0,0
782,0,1,0,0
783,0,1,0,0
784,0,0,0,0
785,0,0,0,0
786,0,0,0,0
787,0,0,0,0
788,0,0,0,0
789,0,0,0,0
790,0,0,0,0
791,0,0,0,0
792,0,0,0,0
793,0,0,0,0
794,0,0,0,0
795,0,0,0,0
796,0,0,0,0
797,0,0,0,0
798,0,0,0,0
799,0,0,0,0
800,0,0,0,0
801,0,0,0,0
802,0,0,0,0
803,0,0,0,0
804,0,0,0,0
805,0,0,0,0
806,0,1,0,0
807,0,1,0,0
808,0,1,0,0
809,0,1,0,0
810,0,1,0,0
811,0,1,0,0
812,0,0,0,0
813,0,1,0,0
814,0,1,0,0
815,0,1,0,0
816,0,0,0,0
817,0,0,0,0
818,0,0,0,0
819,1,0,0,0
820,1,0,0,0
821,0,0,0,0
822,0,0,0,0
823,0,0,0,0
824,0,0,0,0
825,0,0,0,0
826,0,0,0,0
827,0,0,0,0
828,0,0,0,0
829,0,0,0,0
830,0,0,0,0
831,0,0,0,0
832,0,0,0,0
833,0,0,0,0
834,0,0,0,0
835,0,0,0,0
836,0,1,0,0
837,1,1,1,1
838,1,1,0,0
839,1,1,1,1
840,1,1,1,1
841,1,0,1,1
842,1,0,1,1
843,1,0,1,1
844,1,0,1,1
845,1,0,1,1
846,1,0,1,1
847,1,0,1,1
848,1,0,1,1
849,1,0,1,1
850,1,0,1,1
851,1,0,1,1
852,1,0,1,1
853,1,0,1,1
854,1,0,1,1
855,1,0,1,1
856,1,0,1,1
857,1,0,1,1
858,1,0,1,1
859,1,0,1,1
860,1,0,1,1
861,1,0,1,1
862,1,0,1,1
863,1,0,1,1
864,1,0,1,1
865,1,0,1,1
866,1,0,1,1
867,0,0,1,1
868,0,0,1,1
869,1,0,1,1
870,1,0,1,1
871,1,0,1,1
872,1,0,1,1
873,1,0,1,1
874,1,0,1,1
875,1,0,1,1
876,1,0,1,1
877,1,0,1,1
878,1,0,1,1
879,1,0,1,1
880,1,0,1,1
881,1,0,1,1
882,1,0,1,1
883,1,0,1,1
884,1,0,1,1
885,1,0,1,1
886,1,0,1,1
887,1,0,1,1
888,1,0,1,1
889,1,0,1,1
890,1,0,1,1
891,1,0,1,1
892,1,0,1,1
893,1,0,1,1
894,1,0,1,1
895,0,0,1,1
896,1,0,1,1
897,1,0,1,1
898,1,1,1,1
899,1,1,1,1
900,1,1,1,1
901,1,1,1,1
902,1,1,1,1
903,1,1,1,1
904,1,1,1,1
905,1,1,1,1
906,1,1,1,1
907,1,1,1,1
908,1,1,1,1
909,1,1,1,1
910,1,1,1,1
911,1,1,1,1
912,1,1,1,1
913,1,1,1,1
914,1,1,1,1
915,1,1,1,1
916,1,1,1,1
917,1,1,1,1
918,1,1,1,1
919,1,1,1,1
920,1,1,1,1
921,1,1,1,1
922,1,1,1,1
923,0,0,1,1
924,0,1,1,1
925,0,1,1,1
926,0,1,1,1
927,0,1,1,1
928,0,1,1,1
929,0,1,1,1
930,0,1,1,1
931,0,1,1,1
932,0,1,1,1
933,0,1,1,1
934,0,1,1,1
935,1,1,1,1
936,0,1,1,1
937,0,1,1,1
938,0,1,1,1
939,0,1,1,1
940,0,1,1,1
941,0,1,1,1
942,0,1,1,1
943,0,1,1,1
944,0,1,1,1
945,0,1,1,1
946,0,1,1,1
947,0,1,1,1
948,0,1,1,1
949,0,1,1,1
950,0,1,1,1
951,0,1,1,1
952,0,1,1,1
953,0,1,1,1
954,0,1,1,1
955,0,1,1,1
956,0,1,1,1
957,0,1,1,1
958,0,1,1,1
959,0,1,1,1
960,0,1,1,1
961,0,1,1,1
962,0,0,1,1
963,0,1,1,1
964,0,1,1,1
965,0,1,1,1
966,0,1,1,1
967,0,1,1,1
968,0,1,1,1
969,0,1,1,1
970,0,1,1,1
971,0,1,1,1
972,0,1,1,1
973,0,1,1,1
974,0,1,1,1
975,0,1,1,1
976,0,1,1,1
977,0,1,1,1
978,0,1,1,1
979,0,1,1,1
980,0,1,1,1
981,0,1,1,1
982,0,1,1,1
983,0,1,1,1
984,0,1,1,1
985,0,1,1,1
986,0,1,1,1
987,0,1,1,1
988,0,1,1,1
989,0,1,1,1
990,0,1,1,1
991,0,0,1,1
992,0,1,1,1
993,1,0,1,1
994,1,1,1,1
995,1,1,1,1
996,1,1,1,1
997,1,1,1,1
998,1,1,1,1
999,1,1,1,1
1000,1,1,1,1
1001,1,1,1,1
1002,1,1,1,1
1003,1,1,1,1
1004,1,1,1,1
1005,1,1,1,1
1006,1,1,1,1
1007,1,1,1,1
1008,1,1,1,1
1009,1,1,1,1
1010,1,1,1,1
1011,1,1,1,1
1012,1,1,1,1
1013,1,1,1,1
1014,1,1,1,1
1015,1,1,1,1
1016,1,1,1,1
1017,1,1,1,1
1018,1,1,1,1
1019,1,1,1,1
1020,1,1,1,1
1021,1,1,1,1
1022,1,1,1,1
1023,1,1,1,1
1024,1,1,1,1
1025,0,0,1,1
1026,1,0,1,1
1027,1,0,1,1
1028,1,0,1,1
1029,1,0,1,1
1030,1,0,1,1
1031,1,0,1,1
1032,1,0,1,1
1033,1,0,1,1
1034,1,0,1,1
1035,1,0,1,1
1036,1,0,1,1
1037,1,0,1,1
1038,1,0,1,1
1039,1,0,1,1
1040,1,0,1,1
1041,1,0,1,1
1042,1,0,1,1
1043,1,0,1,1
1044,1,0,1,1
1045,1,0,1,1
1046,1,0,1,1
1047,1,0,1,1
1048,1,0,1,1
1049,1,0,1,1
1050,1,0,1,1
1051,1,0,1,1
1052,1,0,1,1
1053,1,0,1,1
1054,0,1,1,1
1055,1,1,1,1
1056,1,1,1,1
1057,1,1,1,1
1058,0,0,1,1
1059,1,0,1,1
1060,1,0,1,1
1061,1,0,1,1
1062,1,0,1,1
1063,1,0,1,1
1064,1,1,1,1
1065,1,1,1,1
1066,1,1,1,1
1067,1,1,1,1
1068,1,1,1,1
1069,1,1,1,1
1070,1,1,1,1
1071,1,1,1,1
1072,1,1,1,1
1073,1,1,1,1
1074,1,1,1,1
1075,1,1,1,1
1076,1,1,1,1
1077,1,1,1,1
1078,1,1,1,1
1079,1,1,1,1
1080,1,1,1,1
1081,0,0,1,1
1082,0,0,1,1
1083,0,0,1,1
1084,0,0,1,1
1085,0,1,1,1
1086,1,0,1,1
1087,1,0,1,1
1088,1,0,1,1
1089,1,0,1,1
1090,1,0,1,1
1091,1,0,1,1
1092,1,0,1,1
1093,1,0,1,1
1094,1,0,1,1
1095,1,0,1,1
1096,1,0,1,1
1097,1,0,1,1
1098,1,0,1,1
1099,1,0,1,1
1100,1,0,1,1
1101,1,0,1,1
1102,1,0,1,1
1103,1,0,1,1
1104,1,0,1,1
1105,1,0,1,1
1106,1,0,1,1
1107,1,0,1,1
1108,1,0,1,1
1109,1,0,1,1
1110,1,0,1,1
1111,1,0,1,1
1112,1,0,1,1
1113,0,0,1,1
1114,1,1,1,1
1115,0,0,1,1
1116,1,0,1,1
1117,1,0,1,1
1118,1,0,1,1
1119,1,0,1,1
1120,1,0,1,1
1121,1,0,1,1
1122,1,0,1,1
1123,1,0,1,1
1124,1,0,1,1
1125,1,0,1,1
1126,1,0,1,1
1127,1,0,1,1
1128,1,0,1,1
1129,1,0,1,1
1130,1,0,1,1
1131,1,0,1,1
1132,1,0,1,1
1133,1,0,1,1
1134,1,0,1,1
1135,1,0,1,1
1136,1,0,1,1
1137,1,0,1,1
1138,1,0,1,1
1139,1,0,1,1
1140,1,0,1,1
1141,0,0,1,1
1142,1,1,1,1
1143,1,1,1,1
1144,1,1,1,1
1145,1,1,1,1
1146,1,1,1,1
1147,1,1,1,1
1148,1,1,1,1
1149,1,0,1,1
1150,1,0,1,1
1151,1,0,1,1
1152,1,0,1,1
1153,1,0,1,1
1154,1,0,1,1
1155,1,0,1,1
1156,1,0,1,1
1157,1,0,1,1
1158,1,0,1,1
1159,1,0,1,1
1160,1,0,1,1
1161,1,0,1,1
1162,1,0,1,1
1163,1,0,1,1
1164,1,0,1,1
1165,1,0,1,1
1166,1,0,1,1
1167,1,0,1,1
1168,1,0,1,1
1169,0,0,1,1
1170,1,0,1,1
1171,1,0,1,1
1172,1,0,1,1
1173,1,0,1,1
1174,1,0,1,1
1175,1,0,1,1
1176,1,0,1,1
1177,1,1,1,1
1178,1,1,1,1
1179,1,1,1,1
1180,1,1,1,1
1181,1,1,1,1
1182,1,1,1,1
1183,1,1,1,1
1184,1,1,1,1
1185,1,1,1,1
1186,1,1,1,1
1187,1,1,1,1
1188,1,1,1,1
1189,1,1,1,1
1190,1,1,1,1
1191,1,1,1,1
1192,1,1,1,1
1193,1,1,1,1
1194,1,1,1,1
1195,1,1,1,1
1196,1,1,1,1
1197,1,1,1,1
1198,1,1,1,1
1199,1,1,1,1
1200,1,1,1,1
1201,1,1,1,1
1202,1,1,1,1
1203,1,1,1,1
1204,1,1,1,1
1205,1,1,1,1
1206,1,1,1,1
1207,1,1,1,1
1208,0,0,1,1
1209,1,1,1,1
1210,1,1,1,1
1211,1,1,1,1
1212,1,1,1,1
1213,1,1,1,1
1214,1,1,1,1
1215,1,1,1,1
1216,1,1,1,1
1217,1,1,1,1
1218,1,1,1,1
1219,1,1,1,1
1220,1,1,1,1
1221,1,1,1,1
1222,1,1,1,1
1223,0,1,1,1
1224,0,1,1,1
1225,0,1,1,1
1226,0,1,1,1
1227,0,1,1,1
1228,0,1,1,1
1229,0,1,1,1
1230,0,1,1,1
1231,0,1,1,1
1232,0,1,1,1
1233,0,1,1,1
1234,0,1,1,1
1235,0,1,1,1
1236,0,1,1,1
1237,0,0,1,1
1238,1,0,1,1
1239,1,0,1,1
1240,1,0,1,1
1241,1,0,1,1
1242,1,0,1,1
1243,1,0,1,1
1244,1,0,1,1
1245,1,1,1,1
1246,1,1,1,1
1247,1,1,1,1
1248,1,1,1,1
1249,1,1,1,1
1250,1,1,1,1
1251,1,1,1,1
1252,1,1,1,1
1253,1,1,1,1
1254,1,1,1,1
1255,1,1,1,1
1256,1,1,1,1
1257,1,1,1,1
1258,1,1,1,1
1259,1,1,1,1
1260,1,1,1,1
1261,1,1,1,1
1262,1,1,1,1
1263,1,1,1,1
1264,1,1,1,1
1265,1,1,1,1
1266,1,1,1,1
1267,1,1,1,1
1268,1,1,1,1
1269,1,1,1,1
1270,1,1,1,1
1271,1,1,1,1
1272,0,0,1,1
1273,0,0,1,1
1274,0,0,1,1
1275,0,0,1,1
1276,0,0,1,1
1277,1,0,1,1
1278,1,0,1,1
1279,1,0,1,1
1280,1,0,1,1
1281,1,0,1,1
1282,1,0,1,1
1283,1,0,1,1
1284,0,0,1,1
1285,0,0,1,1
1286,0,0,1,1
1287,0,0,1,1
1288,0,0,1,1
1289,0,0,1,1
1290,0,0,1,1
1291,0,0,1,1
1292,0,0,1,1
1293,0,0,1,1
1294,0,0,1,1
1295,0,0,1,1
1296,0,0,1,1
1297,0,0,1,1
1298,1,0,1,1
1299,1,0,1,1
1300,1,1,1,1
1301,1,1,1,1
1302,1,1,1,1
1303,1,0,1,1
1304,1,0,1,1
1305,1,0,1,1
1306,0,0,1,1
1307,0,0,1,1
1308,0,0,1,1
1309,0,0,1,1
1310,0,0,1,1
1311,0,0,1,1
1312,0,0,1,1
1313,0,0,1,1
1314,0,0,1,1
1315,0,0,1,1
1316,0,0,1,1
1317,0,0,1,1
1318,0,0,1,1
1319,0,0,1,1
1320,0,0,1,1
1321,0,0,1,1
1322,0,0,1,1
1323,0,0,1,1
1324,0,0,1,1
1325,0,0,1,1
1326,0,0,1,1
1327,0,0,1,1
1328,0,0,1,1
1329,0,0,1,1
1330,1,0,1,1
1331,1,1,1,1
1332,1,1,1,1
1333,1,1,1,1
1334,1,1,1,1
1335,1,1,1,1
1336,1,1,1,1
1337,1,1,1,1
1338,1,1,1,1
1339,1,1,1,1
1340,1,1,1,1
1341,1,1,1,1
1342,1,1,1,1
1343,1,1,1,1
1344,1,1,1,1
1345,1,1,1,1
1346,1,1,1,1
1347,1,1,1,1
1348,1,1,1,1
1349,1,1,1,1
1350,1,1,1,1
1351,1,1,1,1
1352,1,1,1,1
1353,1,1,1,1
