subject_id,Participant_ID,daqtime,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap,video,valence,arousal,Valence_class,Arousal_class
sub_1,1,2420675.51,0.79066,36.809,7.59714,27.095,26.91372,5.35308,6.67204,5.09852,12,5,5,1,1
sub_1,1,1822175.51,0.96828,35.93668,11.49308,28.85868,27.61834,5.92886,6.32296,5.2637,11,5,5,1,1
sub_1,1,2081575.51,0.79424,36.20808,6.66534,27.07868,27.2759,7.95422,5.8837,5.0532,11,5,5,1,1
sub_1,1,147725.51,1.0001,38.692,8.75876,27.18608,29.11608,6.3961,5.75868,5.73888,11,5,5,1,1
sub_1,1,741775.51,0.72082,35.3375,5.02436,27.1045,29.05702,6.1783,6.10438,5.18324,11,5,5,1,1
sub_1,1,395275.51,0.84734,33.97248,6.57658,27.22898,29.26318,6.95558,5.85084,5.20872,11,5,5,1,1
sub_1,1,282275.51,0.47568,35.03552,7.37384,27.14524,29.12144,8.48658,6.1192,5.18484,3,5.306,3.138,2,1
sub_1,1,837925.51,0.97426,38.30066,4.83894,27.07128,28.9345,7.42868,5.74056,5.07636,5,4.288,5.588,1,2
sub_1,1,1696175.51,0.45552,36.02446,7.77454,27.06278,27.80492,6.12162,12.17856,5.193,2,9.351,6.301,2,2
sub_1,1,2019175.51,0.84982,37.00848,7.42666,27.0578,27.35292,7.6536,5.86888,5.07062,6,5,4.771,1,1
sub_1,1,551575.51,0.7831,37.89892,5.71556,27.07958,29.19962,7.75214,6.0757,5.06562,1,4.404,7.109,1,2
sub_1,1,825575.51,0.82476,37.5812,4.87874,27.02836,28.94544,8.1825,6.47984,5.1133,5,4.768,5.515,1,2
sub_1,1,860175.51,0.89658,34.98244,4.78626,27.08342,28.91366,7.62986,5.95432,5.06808,5,5.189,6.161,2,2
sub_1,1,276875.51,0.95854,34.3118,7.42008,27.14448,29.1176,8.87574,5.76022,5.17178,3,5.306,3.138,2,1
sub_1,1,1316525.51,0.8041,36.58428,14.50884,27.947,28.49084,5.559,5.67148,5.16442,11,5,5,1,1
sub_1,1,580275.51,0.83286,37.48644,5.59548,27.17754,29.19438,7.05184,26.99834,5.115,1,6.361,6.526,2,2
sub_1,1,1132475.51,0.57266,37.83144,11.30434,27.53168,28.79822,7.4481,6.45212,5.25386,7,0.996,8.414,1,2
sub_1,1,741275.51,0.97638,37.18004,5.02196,27.14856,29.05666,6.1701,5.86644,5.10842,11,5,5,1,1
sub_1,1,591725.51,0.77238,35.7203,5.5528,27.29684,29.19316,6.02894,10.04208,5.0483,1,7.224,6.312,2,2
sub_1,1,75375.51,0.7435,34.75716,10.04782,27.33,29.22616,7.46304,5.70934,5.0681,10,6.951,5.294,2,2
sub_1,1,1350975.51,0.791,36.48744,14.02224,27.05076,28.4234,7.68568,14.52344,5.22514,4,5,5,1,1
sub_1,1,819575.51,0.80392,35.40882,4.89428,27.13906,28.94996,7.07228,6.0437,5.34734,5,6.345,5.901,2,2
sub_1,1,2220075.51,0.90518,35.76972,5.91458,27.12376,27.11654,8.41264,6.22352,5.25548,8,3.75,6.086,1,2
sub_1,1,356725.51,0.90304,38.76538,6.83746,27.15206,29.22358,8.19174,5.7768,5.05568,11,5,5,1,1
sub_1,1,221075.51,0.97042,37.71894,7.83562,27.09548,29.09006,7.22158,9.24218,5.09278,11,5,5,1,1
sub_1,1,2325425.51,0.87704,35.3207,6.67676,27.09984,27.01104,14.28698,7.17484,5.39572,8,0.5,9.5,1,2
sub_1,1,170925.51,0.76354,34.69172,8.40866,27.13904,29.0944,7.18964,5.7142,5.00638,11,5,5,1,1
sub_1,1,337825.51,0.8304,35.78828,6.95324,27.57046,29.18958,8.79468,5.91404,5.08218,3,5.144,1.757,2,1
sub_1,1,2383325.51,0.78814,35.97912,7.72578,27.0705,26.95096,6.3082,5.88044,5.10018,12,5,5,1,1
sub_1,1,1150775.51,-0.44202,38.41706,15.5271,27.23202,28.79026,8.30744,7.06892,5.22264,7,0.5,9.5,1,2
sub_1,1,2235575.51,0.88736,36.76924,5.84764,27.04736,27.10132,7.62472,6.20628,5.06396,8,3.93,5.721,1,2
sub_1,1,632975.51,0.87562,35.33196,5.38702,27.06336,29.15318,5.80226,7.8992,5.19718,1,9.175,6.129,2,2
sub_1,1,7375.51,1.00634,35.19538,12.08062,27.3326,29.38154,6.78708,6.134,5.39162,10,5,5,1,1
sub_1,1,1065775.51,0.79054,36.6969,4.37248,27.14644,28.85748,7.80644,5.93288,5.13152,7,4.781,6.208,1,2
sub_1,1,1715825.51,0.87202,35.85046,7.5864,27.00964,27.7737,6.033,5.90998,5.03686,2,8.747,6.385,2,2
sub_1,1,739325.51,0.8551,35.52004,5.03044,27.02932,29.05894,5.78914,6.43498,5.01712,11,5,5,1,1
sub_1,1,1008975.51,0.94658,37.95316,4.4441,27.01048,28.88336,11.94604,13.76118,5.059,11,5,5,1,1
sub_1,1,515575.51,0.87972,35.84592,5.8899,27.14402,29.22946,7.44418,6.07158,5.13312,1,7.097,6.054,2,2
sub_1,1,1279075.51,0.83752,36.21274,15.53656,27.7443,28.57168,5.4359,6.86924,5.27682,11,5,5,1,1
sub_1,1,1655325.51,0.8659,36.57406,8.13068,27.13796,27.87032,6.19492,10.03634,5.11502,2,9.016,5.515,2,2
sub_1,1,439225.51,0.90786,35.86892,6.31704,27.59228,29.28012,8.12834,5.83764,5.1783,11,5,5,1,1
sub_1,1,1513275.51,0.73356,37.05404,9.00114,29.0546,28.10656,6.9753,8.90454,5.37604,11,5,5,1,1
sub_1,1,2426975.51,0.66086,35.98398,7.52476,27.02238,26.90292,6.21606,5.68954,5.07712,12,5,5,1,1
sub_1,1,23275.51,0.8455,35.8346,11.59652,27.21194,29.33266,6.86436,5.90178,5.07302,10,5.649,4.053,2,1
sub_1,1,2015925.51,0.861,36.5085,7.4774,27.0301,27.3558,7.89498,6.68772,5.04668,6,4.987,4.416,1,1
sub_1,1,2364675.51,0.7065,36.37492,7.63608,27.47322,26.96822,5.83112,5.88456,5.0788,12,5,5,1,1
sub_1,1,1410775.51,0.90674,37.18958,11.95864,27.0688,28.30036,8.49392,6.36242,5.1422,4,7.505,5.181,2,2
sub_1,1,1236075.51,0.65528,35.31526,17.054,28.1985,28.65842,5.81708,6.4382,5.3539,11,5,5,1,1
sub_1,1,457975.51,0.73928,37.0448,6.2,27.0782,29.27166,7.59368,5.96662,5.0492,11,5,5,1,1
sub_1,1,1288875.51,0.89322,37.05742,15.19116,29.51144,28.55038,5.80228,6.02648,5.3621,11,5,5,1,1
sub_1,1,805575.51,0.81992,38.1004,4.9359,27.43598,28.96288,6.84782,5.76106,5.14712,5,7.038,5.687,2,2
sub_1,1,1538625.51,0.88506,35.5632,8.52536,27.04266,28.0588,6.79356,6.04288,5.22674,11,5,5,1,1
sub_1,1,1778725.51,1.05114,36.36334,7.99254,27.39226,27.68206,17.77768,116.62944,5.53514,2,9.345,7.404,2,2
sub_1,1,1561625.51,0.99736,35.39488,8.61828,27.0208,28.02098,6.46018,8.16034,5.17666,11,5,5,1,1
sub_1,1,2318225.51,0.75676,36.24126,6.48444,28.6836,27.01502,8.93744,6.37968,5.31946,8,0.5,9.5,1,2
sub_1,1,700925.51,0.81338,36.60446,5.15372,27.03724,29.09492,6.09788,5.8993,5.04092,11,5,5,1,1
sub_1,1,2261175.51,0.8086,35.84006,5.74052,27.03876,27.07648,7.9328,6.13312,5.0492,8,2.825,6.725,1,2
sub_1,1,505775.51,0.94292,35.33314,5.94142,27.07124,29.23622,7.14696,6.09208,5.26206,1,6.991,5.469,2,2
sub_1,1,1662925.51,0.91248,37.9774,8.03868,27.07126,27.85712,6.1751,7.60678,5.06814,2,9.042,5.831,2,2
sub_1,1,632825.51,0.6941,36.30828,5.3816,27.05214,29.15352,6.06422,9.15752,5.01876,1,9.175,6.129,2,2
sub_1,1,1339025.51,0.55458,35.8584,13.71884,27.12418,28.44678,5.85002,5.81866,5.12566,11,5,5,1,1
sub_1,1,453025.51,0.84588,36.59832,6.23084,27.08704,29.27542,8.05194,6.17006,5.02198,11,5,5,1,1
sub_1,1,1548775.51,0.87618,36.12632,8.759,27.045,28.04286,6.12162,6.39696,5.03024,11,5,5,1,1
sub_1,1,2049525.51,0.8194,35.83618,7.01274,27.21988,27.31604,7.6963,6.09784,5.35554,6,4.992,5.325,1,2
sub_1,1,1992375.51,0.76224,35.50138,7.87042,27.17002,27.38578,6.9876,5.75276,5.3867,6,4.942,5.75,1,2
sub_1,1,1672075.51,0.77336,37.609,7.93322,27.0988,27.843,5.65918,6.91938,5.13392,2,9.042,5.831,2,2
sub_1,1,1850475.51,0.75464,36.9163,11.17246,27.12828,27.57578,6.00434,6.35492,5.082,11,5,5,1,1
sub_1,1,507325.51,0.86604,36.06416,5.93456,27.1886,29.23612,8.31246,6.56948,5.26288,1,7.103,5.324,2,2
sub_1,1,85225.51,0.9324,37.25602,9.8096,27.22486,29.2108,7.4884,5.87062,5.15114,10,6.951,5.281,2,2
sub_1,1,1844325.51,0.81612,36.8098,11.2531,27.28452,27.58498,5.68222,5.96334,5.10766,11,5,5,1,1
sub_1,1,2307175.51,0.80378,37.32222,6.36902,27.10514,27.0258,9.2512,5.93136,5.17586,8,0.5,9.5,1,2
sub_1,1,845725.51,0.87392,34.20212,4.82096,27.2174,28.92602,8.09714,6.15688,5.3252,5,5.152,6.072,2,2
sub_1,1,1192925.51,0.39376,36.6976,16.586,29.90832,28.734,7.36604,6.37806,5.29896,7,0.5,8.388,1,2
sub_1,1,334375.51,0.80922,40.4674,6.97864,27.269,29.1869,9.79494,6.56446,5.70604,3,5.144,1.757,2,1
sub_1,1,1372425.51,1.0008,36.81656,13.47596,27.26556,28.37824,6.4634,6.0453,5.14464,4,6.975,4.764,2,1
sub_1,1,807225.51,0.83646,38.49554,4.94138,27.09582,28.9609,6.40346,5.93218,5.08294,5,7.038,5.687,2,2
sub_1,1,865875.51,0.83468,37.10464,4.7678,27.53826,28.90834,8.1153,5.85754,5.20876,5,5.191,6.161,2,2
sub_1,1,1510875.51,0.92534,36.0438,9.05544,27.04114,28.1089,6.82486,6.83158,5.22104,11,5,5.03,1,2
sub_1,1,2082025.51,0.92498,36.6035,6.66094,27.0508,27.27598,7.46046,6.5752,5.19066,11,5,5,1,1
sub_1,1,2029225.51,0.59926,35.66704,7.27616,27.65818,27.34042,7.26194,5.8269,5.13892,6,5.005,5.548,2,2
sub_1,1,819125.51,0.86224,38.34388,4.89722,27.05332,28.9499,6.60806,5.9617,5.0945,5,6.625,5.723,2,2
sub_1,1,978675.51,0.87092,36.97276,4.53728,27.26974,28.89894,7.85816,5.97318,5.17666,11,5,5,1,1
sub_1,1,1428825.51,0.80416,35.5886,11.34372,27.64274,28.26608,6.40346,6.07406,5.26448,4,7.539,5.025,2,2
sub_1,1,459325.51,0.76278,37.7807,6.19208,27.16308,29.27044,7.9065,6.09866,5.1018,11,5,5,1,1
sub_1,1,1345625.51,0.92838,35.63144,13.49318,27.05972,28.4332,6.6425,7.25112,5.27026,11,5,5,1,1
sub_1,1,331175.51,0.8707,39.6679,7.00062,27.20288,29.17922,9.02122,5.76524,5.13476,3,5.144,1.757,2,1
sub_1,1,2438975.51,0.8407,38.19438,7.37504,27.25856,26.89414,6.85364,6.26148,5.13074,12,5,5,1,1
sub_1,1,585675.51,0.99906,37.28712,5.5765,27.05424,29.19434,7.08298,23.0837,5.14304,1,7.114,6.316,2,2
sub_1,1,2242825.51,0.8108,36.14624,5.81672,27.29204,27.09622,7.29556,5.93464,5.10932,8,3.805,5.752,1,2
sub_1,1,2180825.51,0.94412,35.51644,5.91162,27.05694,27.16052,6.7616,6.09946,5.21532,11,5,5,1,1
sub_1,1,1491125.51,0.5552,36.22868,9.5182,28.20834,28.14736,6.7953,6.12248,5.3949,4,6.035,4.043,2,1
sub_1,1,283825.51,0.78984,34.4014,7.36124,27.47876,29.12308,8.54484,5.82782,5.29814,3,5.306,3.138,2,1
sub_1,1,1092325.51,1.71874,36.87954,4.74654,27.42768,28.82182,8.45036,16.70576,5.31536,7,0.965,9.5,1,2
sub_1,1,1193975.51,0.4172,36.57848,16.61438,29.10954,28.73272,7.00968,5.86974,5.20132,7,0.5,9.5,1,2
sub_1,1,554875.51,0.8877,35.83538,5.69924,27.08924,29.19752,8.11028,5.89356,5.04168,1,4.362,7.092,1,2
sub_1,1,1915075.51,0.97366,36.83222,9.60278,27.08614,27.49106,5.70854,5.99532,5.04576,11,5,5,1,1
sub_1,1,1473525.51,0.9349,35.8292,9.96308,27.0881,28.17992,6.84296,6.7247,5.23992,4,6.94,4.598,2,1
sub_1,1,2187475.51,0.84976,37.7623,5.87532,27.03558,27.15506,9.16328,10.34522,5.1043,11,5,5,1,1
sub_1,1,525025.51,0.93868,35.81288,5.84046,27.0985,29.21994,7.70122,5.93546,5.05246,1,6.164,6.713,2,2
sub_1,1,858175.51,0.93286,39.25238,4.79158,27.1538,28.91548,7.60262,6.08306,5.1035,5,5.189,6.161,2,2
sub_1,1,180375.51,0.87836,37.72492,8.27888,27.1429,29.09106,7.45718,5.8278,5.07296,11,5,5,1,1
sub_1,1,613375.51,0.85258,35.38948,5.46284,27.24176,29.17524,7.1099,8.3403,5.25548,1,8.686,6.36,2,2
sub_1,1,2177825.51,0.75954,37.26656,5.93098,27.1747,27.16272,6.94824,5.98958,5.14874,11,5,5,1,1
sub_1,1,640125.51,0.83028,38.04258,5.3575,27.05054,29.14594,6.2514,7.45146,5.04352,1,8.198,6.205,2,2
sub_1,1,1024475.51,0.40412,34.59848,4.3961,27.05932,28.87246,6.88826,5.68296,5.22834,11,5,5,1,1
sub_1,1,949775.51,0.9887,36.04386,4.6339,26.9962,28.89764,7.1838,5.79564,5.1578,11,5,5,1,1
sub_1,1,9975.51,0.77174,37.66832,11.99014,27.47086,29.37046,6.58018,6.10118,5.78336,10,5,4.922,1,1
sub_1,1,1089975.51,1.01312,36.3291,4.62284,27.92858,28.82562,16.62614,10.24502,5.31372,7,0.725,9.5,1,2
sub_1,1,2171325.51,0.86688,36.91682,5.97436,27.0382,27.1718,6.7724,5.82282,5.0788,11,5,5,1,1
sub_1,1,137875.51,0.95818,36.4617,8.9029,27.15554,29.128,6.8249,5.81376,5.0986,11,5,5,1,1
sub_1,1,1645325.51,0.96912,37.55816,8.17502,27.11202,27.88598,6.56128,8.54898,5.1406,2,8.411,5.238,2,2
sub_1,1,570125.51,0.85928,37.56688,5.63338,27.12984,29.19486,7.10092,7.0615,5.082,1,4.592,7.225,1,2
sub_1,1,1406075.51,0.45724,35.97974,12.131,27.09048,28.30972,6.38392,5.77756,5.20614,4,7.505,5.066,2,2
sub_1,1,384375.51,0.79186,37.19058,6.65198,27.34966,29.25756,6.96232,5.70772,5.16684,11,5,5,1,1
sub_1,1,1176625.51,1.4308,37.11894,17.14116,27.41916,28.76112,7.7818,7.12728,5.15118,7,0.5,9.5,1,2
sub_1,1,846675.51,1.02802,37.27006,4.81858,27.06396,28.92514,7.59686,6.05436,5.14636,5,5.179,6.137,2,2
sub_1,1,353225.51,0.71408,34.2291,6.86076,27.12318,29.21594,8.90132,5.96826,5.27846,11,5,5,1,1
sub_1,1,968925.51,0.71784,35.81658,4.57494,27.93728,28.89722,7.37994,5.85992,5.10844,11,5,5,1,1
sub_1,1,2180525.51,0.96052,36.27722,5.91952,27.09138,27.16204,7.98144,7.25436,5.04016,11,5,5,1,1
sub_1,1,2399075.51,0.61234,36.42078,7.70872,27.6055,26.93428,5.92148,6.9426,5.13972,12,5,5,1,1
sub_1,1,2005725.51,0.8545,37.03926,7.63878,27.02918,27.37176,7.21766,5.90174,5.1241,6,4.984,4.609,1,1
sub_1,1,1930425.51,0.83844,35.92314,9.26272,27.05084,27.47254,7.00966,6.0552,5.04428,6,4.838,5.844,1,2
sub_1,1,2059875.51,0.85746,37.42196,6.8963,27.10068,27.30278,7.70132,5.89358,5.11828,6,5.134,4.689,2,1
sub_1,1,79225.51,0.593,36.3239,9.94726,27.23884,29.22032,6.65576,5.77584,5.11264,10,6.951,5.294,2,2
sub_1,1,354725.51,0.76828,34.811,6.85118,27.8553,29.21926,8.51122,5.71256,5.10512,11,5,5,1,1
sub_1,1,1625925.51,0.90186,37.69064,7.63718,27.04352,27.91826,11.97318,12.25244,5.06152,11,5,5,1,1
sub_1,1,1035675.51,0.85218,36.2232,4.37838,27.23466,28.86932,7.92876,6.04944,5.12984,7,5,5.262,1,2
sub_1,1,795425.51,0.89296,35.38736,4.97008,27.48764,28.97554,6.2925,5.94282,5.0812,5,7.057,5.414,2,2
