Index,Valence,Arousal,True_Valence,True_Arousal,User,Split
115,0,0,1,1,1,10
116,0,0,1,1,1,10
117,0,0,1,1,1,10
118,0,0,1,1,1,10
119,0,0,1,1,1,10
120,0,0,1,1,1,10
121,1,1,1,1,1,10
122,0,0,1,1,1,10
123,0,0,1,1,1,10
124,0,0,1,1,1,10
125,1,1,0,0,1,10
126,1,1,1,1,1,10
127,0,1,1,1,1,10
128,0,0,1,1,1,10
129,1,1,1,1,1,10
130,0,0,1,1,1,10
131,0,0,1,1,1,10
132,1,1,1,1,1,10
133,1,1,1,1,1,10
134,0,0,1,1,1,10
135,0,0,1,1,1,10
136,1,1,1,1,1,10
137,0,0,1,1,1,10
138,0,0,1,1,1,10
139,1,1,1,1,1,10
140,0,0,1,1,1,10
141,1,1,1,1,1,10
142,0,0,1,1,1,10
143,0,0,1,1,1,10
144,0,0,1,1,1,10
145,1,1,1,1,1,10
146,1,1,1,1,1,10
147,1,1,1,1,1,10
148,1,1,1,1,1,10
149,1,1,1,1,1,10
150,1,1,1,1,1,10
151,1,1,1,1,1,10
152,0,0,1,1,1,10
153,1,1,1,1,1,10
154,1,1,1,1,1,10
155,0,0,1,1,1,10
156,0,0,1,1,1,10
157,1,1,1,1,1,10
158,0,0,1,1,1,10
159,1,1,1,1,1,10
160,1,1,1,1,1,10
161,1,1,1,1,1,10
162,1,1,1,1,1,10
163,1,1,1,1,1,10
164,1,1,1,1,1,10
165,1,1,1,1,1,10
166,1,1,1,1,1,10
167,1,1,1,1,1,10
168,1,1,1,1,1,10
169,1,1,1,1,1,10
170,1,1,1,1,1,10
171,1,1,1,1,1,10
172,1,1,1,1,1,10
173,0,0,1,1,1,10
174,0,0,1,1,1,10
175,0,0,1,1,1,10
176,0,0,1,1,1,10
177,0,0,1,1,1,10
178,0,0,1,1,1,10
179,0,0,1,1,1,10
180,0,0,1,1,1,10
181,0,0,1,1,1,10
182,0,0,0,0,1,10
183,0,0,0,1,1,10
184,0,0,0,1,1,10
185,1,1,0,1,1,10
186,0,0,0,1,1,10
187,0,0,0,1,1,10
188,0,0,0,0,1,10
189,1,1,0,0,1,10
190,1,1,0,1,1,10
191,1,1,0,1,1,10
192,1,1,0,1,1,10
193,1,1,0,1,1,10
194,1,1,0,1,1,10
195,1,1,0,1,1,10
196,1,1,0,1,1,10
197,0,0,0,1,1,10
198,0,0,0,1,1,10
199,0,0,0,1,1,10
200,0,0,0,1,1,10
201,0,0,0,1,1,10
202,0,0,0,1,1,10
203,0,0,0,1,1,10
204,0,0,0,1,1,10
205,0,0,0,1,1,10
206,0,0,0,1,1,10
207,0,0,0,1,1,10
208,0,0,0,1,1,10
209,0,0,0,1,1,10
210,0,0,0,1,1,10
211,0,0,0,1,1,10
212,0,0,0,1,1,10
213,0,0,0,1,1,10
214,1,1,0,1,1,10
215,1,1,0,1,1,10
216,0,0,0,1,1,10
217,0,0,0,1,1,10
218,0,0,0,1,1,10
219,0,0,0,1,1,10
220,0,0,0,1,1,10
221,1,1,0,0,1,10
222,1,1,1,1,1,10
223,0,0,1,0,1,10
224,0,1,1,0,1,10
225,1,1,1,0,1,10
226,1,1,1,0,1,10
227,1,1,1,0,1,10
228,1,1,1,0,1,10
229,1,1,1,0,1,10
230,1,1,1,0,1,10
231,0,0,1,0,1,10
232,0,0,1,0,1,10
233,0,0,1,0,1,10
234,0,0,1,0,1,10
235,0,0,0,1,1,10
236,0,0,0,1,1,10
237,0,0,0,1,1,10
238,0,0,0,1,1,10
239,0,0,0,1,1,10
240,0,0,1,0,1,10
241,0,0,1,0,1,10
242,0,0,1,0,1,10
243,0,0,0,1,1,10
244,0,0,0,1,1,10
245,1,1,0,1,1,10
246,0,0,0,1,1,10
247,0,0,0,1,1,10
248,0,0,0,1,1,10
249,0,0,0,1,1,10
270,0,0,1,0,2,10
271,0,0,1,0,2,10
272,0,0,1,0,2,10
273,0,0,1,0,2,10
274,0,0,1,0,2,10
275,0,0,1,0,2,10
276,0,0,1,0,2,10
277,0,0,1,0,2,10
278,0,0,1,0,2,10
279,0,0,1,1,2,10
280,0,0,1,1,2,10
281,0,0,1,1,2,10
282,0,0,1,1,2,10
283,0,0,1,1,2,10
284,0,0,0,0,2,10
285,1,0,1,0,2,10
286,1,0,1,0,2,10
287,1,1,1,0,2,10
288,1,1,1,0,2,10
289,1,1,1,0,2,10
290,1,1,1,0,2,10
291,1,1,1,0,2,10
292,1,1,1,0,2,10
293,1,1,1,0,2,10
294,1,1,1,0,2,10
295,1,1,1,0,2,10
296,1,0,1,0,2,10
297,1,0,1,0,2,10
298,1,1,1,0,2,10
299,1,1,1,0,2,10
300,1,1,1,0,2,10
301,0,0,1,0,2,10
302,0,0,1,0,2,10
303,1,0,1,0,2,10
304,1,0,0,0,2,10
305,1,1,0,0,2,10
306,0,0,0,0,2,10
307,0,0,0,0,2,10
308,0,0,0,0,2,10
309,0,0,0,0,2,10
310,0,0,1,0,2,10
311,0,0,1,0,2,10
312,0,0,1,0,2,10
313,0,0,1,1,2,10
314,0,0,1,1,2,10
315,0,0,1,1,2,10
316,0,0,1,1,2,10
317,0,0,0,0,2,10
318,0,0,0,0,2,10
319,0,0,0,1,2,10
320,1,1,1,1,2,10
321,1,1,1,1,2,10
322,1,1,1,1,2,10
323,0,0,1,1,2,10
324,1,1,1,1,2,10
325,1,1,1,1,2,10
326,0,0,1,1,2,10
327,0,0,1,1,2,10
328,1,1,1,1,2,10
329,0,0,1,1,2,10
330,0,0,1,1,2,10
331,0,0,1,1,2,10
332,0,0,1,1,2,10
333,0,0,1,1,2,10
334,0,0,1,1,2,10
335,0,0,1,1,2,10
336,1,0,1,1,2,10
337,1,0,1,1,2,10
338,0,0,1,0,2,10
339,0,0,1,0,2,10
340,0,0,0,0,2,10
341,1,1,1,1,2,10
342,1,1,1,1,2,10
343,1,1,1,1,2,10
344,1,1,1,1,2,10
345,1,1,1,1,2,10
346,1,1,1,1,2,10
347,1,1,1,1,2,10
348,1,1,1,1,2,10
349,0,0,0,1,2,10
350,1,0,0,1,2,10
351,0,0,0,1,2,10
352,1,0,0,1,2,10
353,0,0,1,1,2,10
354,0,0,1,1,2,10
355,0,0,1,1,2,10
356,0,0,1,1,2,10
357,0,0,1,1,2,10
358,0,0,1,1,2,10
359,0,0,1,1,2,10
360,0,0,1,1,2,10
361,0,0,1,1,2,10
362,0,0,1,1,2,10
363,0,0,1,1,2,10
364,0,0,1,1,2,10
365,0,0,1,1,2,10
366,0,0,1,1,2,10
367,0,0,1,1,2,10
368,0,0,1,1,2,10
369,0,0,1,1,2,10
370,0,0,1,1,2,10
371,0,0,1,1,2,10
372,0,0,0,0,2,10
373,0,0,0,0,2,10
374,0,0,1,0,2,10
375,0,0,1,0,2,10
376,0,0,1,0,2,10
377,0,0,1,0,2,10
378,0,0,1,0,2,10
379,0,0,1,0,2,10
380,0,0,1,0,2,10
381,0,0,1,0,2,10
382,0,0,1,0,2,10
383,0,0,1,0,2,10
384,0,0,1,0,2,10
385,0,0,1,0,2,10
386,0,0,1,0,2,10
387,0,0,1,0,2,10
388,0,0,1,0,2,10
389,0,0,1,0,2,10
390,0,0,1,0,2,10
391,0,0,1,0,2,10
392,0,0,1,0,2,10
393,0,0,1,0,2,10
394,0,0,1,0,2,10
395,0,0,1,0,2,10
396,0,0,1,0,2,10
397,0,0,1,0,2,10
398,0,0,1,0,2,10
399,0,0,1,0,2,10
400,1,0,1,0,2,10
401,1,0,1,0,2,10
402,0,0,1,0,2,10
403,1,1,1,1,2,10
404,1,1,1,1,2,10
405,1,1,1,1,2,10
406,0,0,1,1,2,10
407,1,1,1,1,2,10
408,1,1,1,1,2,10
409,1,1,1,1,2,10
410,0,0,1,1,2,10
411,1,1,1,1,2,10
412,0,0,1,1,2,10
413,0,0,1,1,2,10
414,1,1,1,1,2,10
415,1,1,1,1,2,10
416,0,0,0,1,2,10
417,0,0,0,0,2,10
418,0,0,0,0,2,10
419,1,1,0,0,2,10
420,0,0,0,0,2,10
421,0,0,0,0,2,10
422,0,0,0,0,2,10
423,0,0,0,0,2,10
424,0,0,0,0,2,10
425,0,0,0,0,2,10
426,0,0,0,0,2,10
427,0,0,0,0,2,10
428,0,0,0,0,2,10
429,0,0,1,0,2,10
430,0,0,1,0,2,10
431,1,1,1,0,2,10
432,0,0,1,0,2,10
433,0,0,1,0,2,10
434,0,0,1,0,2,10
435,0,0,1,1,2,10
436,0,0,0,1,2,10
437,0,0,0,1,2,10
438,0,0,0,1,2,10
439,0,0,0,1,2,10
440,0,0,0,1,2,10
441,0,0,0,1,2,10
442,0,0,0,1,2,10
443,0,0,0,1,2,10
444,0,0,0,1,2,10
445,0,0,0,1,2,10
446,0,0,0,1,2,10
447,0,0,0,1,2,10
448,0,0,0,1,2,10
449,0,0,0,1,2,10
450,0,0,0,1,2,10
451,0,0,0,1,2,10
452,0,0,0,1,2,10
453,0,0,0,1,2,10
454,0,0,0,1,2,10
455,0,0,0,1,2,10
456,0,0,0,1,2,10
457,0,0,0,1,2,10
458,0,0,0,1,2,10
459,0,0,0,1,2,10
460,0,0,0,1,2,10
461,0,0,0,1,2,10
462,0,0,0,1,2,10
463,0,0,0,1,2,10
464,0,0,0,1,2,10
465,0,0,0,1,2,10
466,0,0,0,1,2,10
467,0,0,0,0,2,10
468,0,0,1,1,2,10
469,1,1,1,0,2,10
470,1,1,1,0,2,10
471,1,1,1,0,2,10
472,0,0,1,0,2,10
473,0,0,1,0,2,10
474,0,0,1,0,2,10
475,0,0,1,0,2,10
476,0,0,1,0,2,10
477,0,0,1,0,2,10
478,0,0,1,0,2,10
479,0,0,1,0,2,10
480,0,0,1,0,2,10
481,0,0,1,0,2,10
482,0,0,1,0,2,10
483,0,0,1,1,2,10
484,0,0,0,1,2,10
485,0,0,0,1,2,10
486,0,0,0,1,2,10
487,0,0,0,1,2,10
488,0,0,0,1,2,10
489,0,0,0,1,2,10
490,0,0,0,1,2,10
491,0,0,0,1,2,10
492,0,0,0,1,2,10
493,0,0,0,1,2,10
494,0,0,0,1,2,10
495,0,0,0,1,2,10
516,1,1,0,0,3,10
517,1,1,0,0,3,10
518,1,1,0,0,3,10
519,1,1,0,0,3,10
520,1,1,0,0,3,10
521,1,1,0,1,3,10
522,1,1,0,1,3,10
523,1,1,1,1,3,10
524,1,1,1,1,3,10
525,1,1,1,1,3,10
526,1,1,1,1,3,10
527,1,1,1,1,3,10
528,1,1,1,1,3,10
529,1,1,1,1,3,10
530,1,1,1,1,3,10
531,0,0,0,0,3,10
532,0,1,0,1,3,10
533,0,1,0,1,3,10
534,0,1,0,1,3,10
535,0,1,0,1,3,10
536,0,0,1,1,3,10
537,0,0,1,1,3,10
538,0,1,1,1,3,10
539,0,0,1,1,3,10
540,0,0,1,1,3,10
541,0,1,1,1,3,10
542,0,1,1,1,3,10
543,0,0,1,1,3,10
544,0,0,1,1,3,10
545,0,1,1,1,3,10
546,0,1,1,1,3,10
547,0,1,1,1,3,10
548,0,1,1,1,3,10
549,0,1,1,1,3,10
550,0,1,1,1,3,10
551,0,1,1,1,3,10
552,0,1,1,1,3,10
553,0,1,1,1,3,10
554,0,0,1,1,3,10
555,0,1,1,1,3,10
556,0,1,1,1,3,10
557,0,1,1,1,3,10
558,0,1,1,1,3,10
559,0,1,1,1,3,10
560,0,1,1,1,3,10
561,0,1,1,1,3,10
562,0,1,1,1,3,10
563,0,1,1,1,3,10
564,0,0,1,1,3,10
565,0,0,0,0,3,10
566,0,1,0,1,3,10
567,0,1,1,1,3,10
568,0,1,1,1,3,10
569,0,1,1,1,3,10
570,0,1,1,1,3,10
571,0,1,1,1,3,10
572,0,1,1,1,3,10
573,0,1,1,1,3,10
574,0,1,1,0,3,10
575,0,1,0,0,3,10
576,0,1,0,0,3,10
577,0,1,0,0,3,10
578,0,1,0,0,3,10
579,0,1,0,0,3,10
580,0,1,0,0,3,10
581,0,1,0,0,3,10
582,0,1,0,0,3,10
583,0,1,0,0,3,10
584,0,1,0,0,3,10
585,0,1,0,0,3,10
586,0,1,0,0,3,10
587,0,1,0,0,3,10
588,0,0,0,0,3,10
589,1,1,1,1,3,10
590,1,1,1,1,3,10
591,0,1,1,0,3,10
592,0,1,1,0,3,10
593,0,1,1,0,3,10
594,0,1,1,0,3,10
595,0,1,1,0,3,10
596,0,1,1,0,3,10
597,0,1,1,0,3,10
598,0,1,1,0,3,10
599,0,1,1,0,3,10
600,0,1,1,0,3,10
601,0,1,1,0,3,10
602,0,1,1,0,3,10
603,0,1,1,0,3,10
604,0,1,1,0,3,10
605,0,1,1,0,3,10
606,0,1,1,0,3,10
607,0,1,1,0,3,10
608,0,1,1,0,3,10
609,0,1,1,0,3,10
610,0,1,1,0,3,10
611,0,1,1,0,3,10
612,0,1,1,0,3,10
613,0,1,1,1,3,10
614,0,1,1,0,3,10
615,0,1,1,0,3,10
616,0,1,1,0,3,10
617,0,1,1,0,3,10
618,0,1,1,0,3,10
619,0,1,1,0,3,10
620,0,0,0,0,3,10
621,0,1,0,1,3,10
622,0,1,0,0,3,10
623,0,1,1,0,3,10
624,0,1,1,0,3,10
625,0,1,1,0,3,10
626,0,1,1,0,3,10
627,0,1,1,0,3,10
628,0,1,1,0,3,10
629,0,1,1,0,3,10
630,0,1,1,0,3,10
631,0,1,1,0,3,10
632,0,1,1,0,3,10
633,0,1,1,0,3,10
634,0,1,1,0,3,10
635,0,1,1,0,3,10
636,0,1,1,0,3,10
637,0,1,1,0,3,10
638,0,1,1,0,3,10
639,0,1,1,0,3,10
640,0,1,1,0,3,10
641,0,1,1,0,3,10
642,0,1,1,0,3,10
643,0,1,1,0,3,10
644,0,1,1,0,3,10
645,0,1,1,0,3,10
646,0,1,1,0,3,10
647,0,1,1,0,3,10
648,0,0,0,0,3,10
649,1,0,1,0,3,10
650,0,1,0,0,3,10
651,0,1,1,1,3,10
652,0,1,1,1,3,10
653,0,1,1,1,3,10
654,0,1,1,1,3,10
655,0,1,1,1,3,10
656,0,1,1,1,3,10
657,0,1,1,1,3,10
658,0,1,1,1,3,10
659,0,1,0,1,3,10
660,0,1,0,1,3,10
661,0,1,0,1,3,10
662,0,1,0,1,3,10
663,0,1,1,1,3,10
664,0,1,1,1,3,10
665,0,1,1,1,3,10
666,0,1,1,1,3,10
667,0,1,1,1,3,10
668,0,1,1,1,3,10
669,0,1,1,1,3,10
670,0,1,1,1,3,10
671,0,1,1,1,3,10
672,0,1,1,1,3,10
673,0,1,1,0,3,10
674,0,1,1,0,3,10
675,0,1,1,0,3,10
676,0,0,0,0,3,10
677,0,1,0,1,3,10
678,0,1,0,1,3,10
679,0,1,0,1,3,10
680,0,1,0,1,3,10
681,0,1,0,1,3,10
682,0,1,0,1,3,10
683,0,1,0,1,3,10
684,0,1,0,1,3,10
685,0,1,0,1,3,10
686,0,1,0,1,3,10
687,0,1,0,1,3,10
688,0,1,0,1,3,10
689,0,1,0,1,3,10
690,0,1,0,1,3,10
691,0,1,0,1,3,10
692,0,1,0,1,3,10
693,0,1,0,1,3,10
694,0,1,0,1,3,10
695,0,1,0,0,3,10
696,0,1,0,1,3,10
697,0,1,0,1,3,10
698,0,1,0,1,3,10
699,0,1,0,1,3,10
700,0,1,0,1,3,10
701,0,1,0,1,3,10
702,0,1,0,1,3,10
703,0,1,0,1,3,10
704,0,0,0,1,3,10
705,0,1,0,1,3,10
706,0,1,0,1,3,10
707,0,1,0,1,3,10
708,0,1,0,1,3,10
709,0,1,0,1,3,10
710,0,1,0,1,3,10
711,0,1,0,1,3,10
712,0,1,0,1,3,10
713,0,1,0,1,3,10
714,0,1,0,1,3,10
715,0,1,0,1,3,10
716,0,1,0,1,3,10
717,0,1,0,1,3,10
718,0,1,0,1,3,10
719,0,1,0,1,3,10
720,0,1,0,1,3,10
721,0,1,0,1,3,10
722,0,1,0,1,3,10
723,0,1,0,1,3,10
724,0,1,0,1,3,10
725,0,1,0,1,3,10
726,0,1,0,1,3,10
727,0,1,0,1,3,10
728,0,1,0,1,3,10
729,0,1,0,1,3,10
730,0,1,0,1,3,10
731,0,1,0,1,3,10
732,0,1,0,1,3,10
733,0,1,0,1,3,10
734,0,1,0,1,3,10
735,0,1,0,1,3,10
736,0,1,0,1,3,10
737,0,1,0,1,3,10
738,0,1,0,1,3,10
739,0,1,0,1,3,10
740,0,1,0,1,3,10
741,0,1,0,1,3,10
742,0,1,0,1,3,10
743,0,1,0,1,3,10
764,0,0,1,1,4,10
765,0,0,1,1,4,10
766,0,1,1,1,4,10
767,0,0,1,1,4,10
768,0,0,1,1,4,10
769,0,1,1,1,4,10
770,0,0,1,1,4,10
771,0,1,1,1,4,10
772,0,1,1,1,4,10
773,0,0,1,1,4,10
774,0,0,1,1,4,10
775,0,0,1,1,4,10
776,0,0,1,1,4,10
777,0,0,1,1,4,10
778,0,0,1,1,4,10
779,0,0,0,0,4,10
780,0,0,0,1,4,10
781,0,1,0,1,4,10
782,0,1,0,1,4,10
783,0,1,0,1,4,10
784,0,1,0,1,4,10
785,0,1,0,0,4,10
786,0,1,0,0,4,10
787,0,1,0,0,4,10
788,0,1,0,0,4,10
789,0,1,0,0,4,10
790,0,0,0,0,4,10
791,0,0,0,0,4,10
792,0,1,0,0,4,10
793,0,0,0,0,4,10
794,0,0,0,0,4,10
795,0,0,0,0,4,10
796,0,0,0,0,4,10
797,0,0,0,0,4,10
798,0,1,0,0,4,10
799,0,1,0,0,4,10
800,0,1,0,0,4,10
801,0,0,0,0,4,10
802,0,0,0,0,4,10
803,0,0,0,0,4,10
804,0,0,0,0,4,10
805,0,1,0,0,4,10
806,0,0,0,0,4,10
807,0,1,0,1,4,10
808,0,1,0,1,4,10
809,0,1,0,1,4,10
810,0,0,0,1,4,10
811,0,0,0,1,4,10
812,0,0,0,1,4,10
813,0,0,0,0,4,10
814,0,0,0,1,4,10
815,0,1,0,1,4,10
816,0,1,0,1,4,10
817,0,1,0,0,4,10
818,0,1,0,0,4,10
819,0,1,0,0,4,10
820,0,1,1,0,4,10
821,0,1,1,0,4,10
822,0,1,0,0,4,10
823,0,0,0,0,4,10
824,0,1,0,0,4,10
825,0,0,0,0,4,10
826,0,0,0,0,4,10
827,0,0,0,0,4,10
828,0,1,0,0,4,10
829,0,1,0,0,4,10
830,0,0,0,0,4,10
831,0,0,0,0,4,10
832,0,0,0,0,4,10
833,0,1,0,0,4,10
834,0,1,0,0,4,10
835,0,0,0,0,4,10
836,0,0,0,0,4,10
837,0,1,0,1,4,10
838,1,1,1,1,4,10
839,0,0,1,1,4,10
840,0,1,1,1,4,10
841,0,1,1,1,4,10
842,0,1,1,0,4,10
843,0,1,1,0,4,10
844,0,1,1,0,4,10
845,0,1,1,0,4,10
846,0,0,1,0,4,10
847,0,0,1,0,4,10
848,0,0,1,0,4,10
849,0,0,1,0,4,10
850,0,0,1,0,4,10
851,0,0,1,0,4,10
852,0,0,1,0,4,10
853,0,0,1,0,4,10
854,0,0,1,0,4,10
855,0,0,1,0,4,10
856,0,0,1,0,4,10
857,0,0,1,0,4,10
858,0,0,1,0,4,10
859,0,0,1,0,4,10
860,0,0,1,0,4,10
861,0,0,1,0,4,10
862,0,0,1,0,4,10
863,0,0,1,0,4,10
864,0,0,1,0,4,10
865,0,0,1,0,4,10
866,0,0,1,0,4,10
867,0,0,1,0,4,10
868,0,0,0,0,4,10
869,0,0,0,0,4,10
870,0,1,1,0,4,10
871,0,0,1,0,4,10
872,0,0,1,0,4,10
873,0,1,1,0,4,10
874,0,0,1,0,4,10
875,0,0,1,0,4,10
876,0,1,1,0,4,10
877,0,0,1,0,4,10
878,0,0,1,0,4,10
879,0,1,1,0,4,10
880,0,1,1,0,4,10
881,0,1,1,0,4,10
882,0,1,1,0,4,10
883,0,1,1,0,4,10
884,0,0,1,0,4,10
885,0,1,1,0,4,10
886,0,1,1,0,4,10
887,0,1,1,0,4,10
888,0,1,1,0,4,10
889,0,1,1,0,4,10
890,0,1,1,0,4,10
891,0,1,1,0,4,10
892,0,0,1,0,4,10
893,0,1,1,0,4,10
894,0,1,1,0,4,10
895,0,0,1,0,4,10
896,0,0,0,0,4,10
897,0,0,1,0,4,10
898,0,1,1,0,4,10
899,0,0,1,1,4,10
900,0,0,1,1,4,10
901,0,0,1,1,4,10
902,0,0,1,1,4,10
903,0,0,1,1,4,10
904,0,0,1,1,4,10
905,0,0,1,1,4,10
906,0,1,1,1,4,10
907,0,0,1,1,4,10
908,0,1,1,1,4,10
909,0,0,1,1,4,10
910,0,0,1,1,4,10
911,0,0,1,1,4,10
912,0,0,1,1,4,10
913,0,0,1,1,4,10
914,0,0,1,1,4,10
915,0,0,1,1,4,10
916,0,0,1,1,4,10
917,0,0,1,1,4,10
918,0,0,1,1,4,10
919,0,0,1,1,4,10
920,0,0,1,1,4,10
921,0,0,1,1,4,10
922,0,0,1,1,4,10
923,0,0,1,1,4,10
924,0,0,0,0,4,10
925,0,0,0,1,4,10
926,0,1,0,1,4,10
927,0,1,0,1,4,10
928,0,1,0,1,4,10
929,0,1,0,1,4,10
930,0,1,0,1,4,10
931,0,1,0,1,4,10
932,0,1,0,1,4,10
933,0,1,0,1,4,10
934,0,1,0,1,4,10
935,0,1,0,1,4,10
936,0,1,1,1,4,10
937,0,1,0,1,4,10
938,0,0,0,1,4,10
939,0,0,0,1,4,10
940,0,0,0,1,4,10
941,0,0,0,1,4,10
942,0,0,0,1,4,10
943,0,1,0,1,4,10
944,0,1,0,1,4,10
945,0,1,0,1,4,10
946,0,1,0,1,4,10
947,0,1,0,1,4,10
948,0,1,0,1,4,10
949,0,1,0,1,4,10
950,0,1,0,1,4,10
951,0,1,0,1,4,10
952,0,1,0,1,4,10
953,0,1,0,1,4,10
954,0,1,0,1,4,10
955,0,1,0,1,4,10
956,0,1,0,1,4,10
957,0,1,0,1,4,10
958,0,1,0,1,4,10
959,0,0,0,1,4,10
960,0,1,0,1,4,10
961,0,0,0,1,4,10
962,0,0,0,1,4,10
963,0,0,0,0,4,10
964,0,0,0,1,4,10
965,0,1,0,1,4,10
966,0,1,0,1,4,10
967,0,1,0,1,4,10
968,0,0,0,1,4,10
969,0,1,0,1,4,10
970,0,0,0,1,4,10
971,0,1,0,1,4,10
972,0,1,0,1,4,10
973,0,0,0,1,4,10
974,0,0,0,1,4,10
975,0,1,0,1,4,10
976,0,1,0,1,4,10
977,0,0,0,1,4,10
978,0,1,0,1,4,10
979,0,0,0,1,4,10
980,0,1,0,1,4,10
981,0,1,0,1,4,10
982,0,1,0,1,4,10
983,0,0,0,1,4,10
984,0,1,0,1,4,10
985,0,1,0,1,4,10
986,0,1,0,1,4,10
987,0,1,0,1,4,10
988,0,0,0,1,4,10
989,0,1,0,1,4,10
990,0,0,0,1,4,10
991,0,1,0,1,4,10
1012,1,0,1,1,5,10
1013,1,0,1,1,5,10
1014,1,0,1,1,5,10
1015,1,0,1,1,5,10
1016,1,0,1,1,5,10
1017,1,0,1,1,5,10
1018,1,0,1,1,5,10
1019,1,0,1,1,5,10
1020,1,0,1,1,5,10
1021,1,0,1,1,5,10
1022,1,0,1,1,5,10
1023,1,0,1,1,5,10
1024,1,0,1,1,5,10
1025,1,0,1,1,5,10
1026,0,0,0,0,5,10
1027,1,0,1,0,5,10
1028,1,0,1,0,5,10
1029,0,0,1,0,5,10
1030,0,0,1,0,5,10
1031,0,0,1,0,5,10
1032,1,1,1,0,5,10
1033,1,1,1,0,5,10
1034,1,0,1,0,5,10
1035,1,0,1,0,5,10
1036,1,0,1,0,5,10
1037,0,0,1,0,5,10
1038,1,1,1,0,5,10
1039,1,0,1,0,5,10
1040,1,0,1,0,5,10
1041,1,0,1,0,5,10
1042,1,0,1,0,5,10
1043,1,1,1,0,5,10
1044,1,0,1,0,5,10
1045,1,0,1,0,5,10
1046,1,0,1,0,5,10
1047,1,0,1,0,5,10
1048,1,1,1,0,5,10
1049,1,0,1,0,5,10
1050,1,0,1,0,5,10
1051,1,0,1,0,5,10
1052,1,0,1,0,5,10
1053,1,0,1,0,5,10
1054,1,0,1,0,5,10
1055,1,0,0,1,5,10
1056,1,0,1,1,5,10
1057,0,0,1,1,5,10
1058,0,0,1,1,5,10
1059,0,0,0,0,5,10
1060,1,0,1,0,5,10
1061,0,0,1,0,5,10
1062,1,1,1,0,5,10
1063,1,0,1,0,5,10
1064,1,0,1,0,5,10
1065,1,0,1,1,5,10
1066,1,0,1,1,5,10
1067,1,0,1,1,5,10
1068,1,0,1,1,5,10
1069,1,0,1,1,5,10
1070,1,0,1,1,5,10
1071,0,0,1,1,5,10
1072,1,1,1,1,5,10
1073,1,0,1,1,5,10
1074,1,0,1,1,5,10
1075,1,0,1,1,5,10
1076,1,0,1,1,5,10
1077,1,0,1,1,5,10
1078,1,0,1,1,5,10
1079,1,1,1,1,5,10
1080,1,1,1,1,5,10
1081,0,0,1,1,5,10
1082,0,0,0,0,5,10
1083,0,0,0,0,5,10
1084,0,0,0,0,5,10
1085,0,0,0,0,5,10
1086,1,0,0,1,5,10
1087,1,1,1,0,5,10
1088,1,1,1,0,5,10
1089,0,0,1,0,5,10
1090,0,0,1,0,5,10
